,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Sum
6047,96209724-37a8-475b-b80a-03e96a7c33b1,love,2020-08-24 3:27:27,GIF,fitness,positive,65,,,,
6053,96209724-37a8-475b-b80a-03e96a7c33b1,love,2020-10-08 16:50:30,GIF,fitness,positive,65,,,,
6040,96209724-37a8-475b-b80a-03e96a7c33b1,peeking,2021-03-16 9:52:09,GIF,fitness,neutral,35,,,,
6024,96209724-37a8-475b-b80a-03e96a7c33b1,scared,2021-04-23 22:58:53,GIF,fitness,negative,15,,,,
6025,96209724-37a8-475b-b80a-03e96a7c33b1,scared,2020-08-16 21:08:29,GIF,fitness,negative,15,,,,
6027,96209724-37a8-475b-b80a-03e96a7c33b1,scared,2020-10-27 8:50:19,GIF,fitness,negative,15,,,,
6034,96209724-37a8-475b-b80a-03e96a7c33b1,scared,2020-06-22 20:54:56,GIF,fitness,negative,15,,,,
6029,96209724-37a8-475b-b80a-03e96a7c33b1,super love,2020-09-21 0:55:13,GIF,fitness,positive,75,,,,
6048,96209724-37a8-475b-b80a-03e96a7c33b1,super love,2020-07-19 16:44:53,GIF,fitness,positive,75,,,,
6049,96209724-37a8-475b-b80a-03e96a7c33b1,super love,2021-01-03 13:24:25,GIF,fitness,positive,75,,,,
6057,96209724-37a8-475b-b80a-03e96a7c33b1,want,2020-11-30 9:34:23,GIF,fitness,positive,70,,,,
6039,96209724-37a8-475b-b80a-03e96a7c33b1,worried,2020-09-28 14:16:14,GIF,fitness,negative,12,,,,
6042,96209724-37a8-475b-b80a-03e96a7c33b1,worried,2020-10-18 18:48:39,GIF,fitness,negative,12,,,,
6045,96209724-37a8-475b-b80a-03e96a7c33b1,worried,2021-05-23 8:54:10,GIF,fitness,negative,12,,,,
7486,962e5969-cd65-4670-a2ae-b0266908426b,adore,2021-05-24 8:23:11,GIF,studying,positive,72,,,,
7502,962e5969-cd65-4670-a2ae-b0266908426b,adore,2021-05-10 11:20:54,GIF,studying,positive,72,,,,
7488,962e5969-cd65-4670-a2ae-b0266908426b,cherish,2021-05-05 0:39:14,GIF,studying,positive,70,,,,
7506,962e5969-cd65-4670-a2ae-b0266908426b,cherish,2020-11-17 2:51:55,GIF,studying,positive,70,,,,
7483,962e5969-cd65-4670-a2ae-b0266908426b,dislike,2021-06-07 7:13:39,GIF,studying,negative,10,,,,
7484,962e5969-cd65-4670-a2ae-b0266908426b,hate,2021-04-23 1:39:51,GIF,studying,negative,5,,,,
,,,,,,,,,,,
7498,962e5969-cd65-4670-a2ae-b0266908426b,hate,2020-12-10 0:24:26,GIF,studying,negative,5,,,,
7507,962e5969-cd65-4670-a2ae-b0266908426b,hate,2021-01-14 7:48:29,GIF,studying,negative,5,,,,
7494,962e5969-cd65-4670-a2ae-b0266908426b,heart,2021-03-18 9:31:13,GIF,studying,positive,60,,,,
7493,962e5969-cd65-4670-a2ae-b0266908426b,indifferent,2021-03-20 0:31:51,GIF,studying,neutral,20,,,,
7504,962e5969-cd65-4670-a2ae-b0266908426b,indifferent,2020-07-20 1:10:52,GIF,studying,neutral,20,,,,
7491,962e5969-cd65-4670-a2ae-b0266908426b,interested,2021-01-29 9:52:35,GIF,studying,positive,30,,,,
7501,962e5969-cd65-4670-a2ae-b0266908426b,interested,2020-11-08 0:42:42,GIF,studying,positive,30,,,,
7485,962e5969-cd65-4670-a2ae-b0266908426b,like,2020-11-21 12:06:55,GIF,studying,positive,50,,,,
7487,962e5969-cd65-4670-a2ae-b0266908426b,like,2020-09-11 14:54:49,GIF,studying,positive,50,,,,
7499,962e5969-cd65-4670-a2ae-b0266908426b,like,2021-04-17 5:16:33,GIF,studying,positive,50,,,,
7500,962e5969-cd65-4670-a2ae-b0266908426b,like,2020-12-04 9:56:55,GIF,studying,positive,50,,,,
7482,962e5969-cd65-4670-a2ae-b0266908426b,peeking,2021-01-03 14:56:20,GIF,studying,neutral,35,,,,
7489,962e5969-cd65-4670-a2ae-b0266908426b,peeking,2020-07-08 15:58:45,GIF,studying,neutral,35,,,,
7490,962e5969-cd65-4670-a2ae-b0266908426b,peeking,2021-03-17 2:34:12,GIF,studying,neutral,35,,,,
7495,962e5969-cd65-4670-a2ae-b0266908426b,peeking,2021-04-23 23:32:07,GIF,studying,neutral,35,,,,
7497,962e5969-cd65-4670-a2ae-b0266908426b,scared,2020-09-21 18:15:12,GIF,studying,negative,15,,,,
7505,962e5969-cd65-4670-a2ae-b0266908426b,scared,2021-01-24 13:17:46,GIF,studying,negative,15,,,,
7508,962e5969-cd65-4670-a2ae-b0266908426b,scared,2020-10-21 5:40:57,GIF,studying,negative,15,,,,
7503,962e5969-cd65-4670-a2ae-b0266908426b,super love,2021-01-27 14:51:49,GIF,studying,positive,75,,,,
,,,,,,,,,,,
7480,962e5969-cd65-4670-a2ae-b0266908426b,want,2020-08-03 11:55:57,GIF,studying,positive,70,,,,
7496,962e5969-cd65-4670-a2ae-b0266908426b,want,2021-03-22 10:32:21,GIF,studying,positive,70,,,,
7481,962e5969-cd65-4670-a2ae-b0266908426b,worried,2021-06-15 16:13:20,GIF,studying,negative,12,,,,
7492,962e5969-cd65-4670-a2ae-b0266908426b,worried,2021-03-30 23:59:22,GIF,studying,negative,12,,,,
19336,964173f3-7019-4758-9ab9-df71585aa965,adore,2020-10-18 3:06:55,audio,veganism,positive,72,,,,
19339,964173f3-7019-4758-9ab9-df71585aa965,adore,2021-05-28 12:42:19,audio,veganism,positive,72,,,,
19341,964173f3-7019-4758-9ab9-df71585aa965,adore,2021-02-08 21:52:05,audio,veganism,positive,72,,,,
19348,964173f3-7019-4758-9ab9-df71585aa965,adore,2021-01-26 23:05:31,audio,veganism,positive,72,,,,
,,,,,,,,,,,
19330,964173f3-7019-4758-9ab9-df71585aa965,cherish,2020-10-04 2:10:33,audio,veganism,positive,70,,,,
19334,964173f3-7019-4758-9ab9-df71585aa965,cherish,2020-12-13 6:03:16,audio,veganism,positive,70,,,,
19340,964173f3-7019-4758-9ab9-df71585aa965,cherish,2020-10-06 2:37:11,audio,veganism,positive,70,,,,
19342,964173f3-7019-4758-9ab9-df71585aa965,cherish,2020-12-09 11:53:36,audio,veganism,positive,70,,,,
19328,964173f3-7019-4758-9ab9-df71585aa965,disgust,2020-12-03 17:08:16,audio,veganism,negative,0,,,,
19344,964173f3-7019-4758-9ab9-df71585aa965,hate,2021-01-26 12:46:30,audio,veganism,negative,5,,,,
19332,964173f3-7019-4758-9ab9-df71585aa965,heart,2021-06-04 12:47:34,audio,veganism,positive,60,,,,
19338,964173f3-7019-4758-9ab9-df71585aa965,heart,2020-08-31 12:42:16,audio,veganism,positive,60,,,,
19350,964173f3-7019-4758-9ab9-df71585aa965,heart,2020-11-05 21:18:19,audio,veganism,positive,60,,,,
19354,964173f3-7019-4758-9ab9-df71585aa965,heart,2020-07-12 9:45:01,audio,veganism,positive,60,,,,
19331,964173f3-7019-4758-9ab9-df71585aa965,indifferent,2021-04-07 11:26:07,audio,veganism,neutral,20,,,,
19333,964173f3-7019-4758-9ab9-df71585aa965,indifferent,2021-05-13 2:31:57,audio,veganism,neutral,20,,,,
19343,964173f3-7019-4758-9ab9-df71585aa965,interested,2020-10-08 8:43:10,audio,veganism,positive,30,,,,
19345,964173f3-7019-4758-9ab9-df71585aa965,interested,2020-11-12 9:48:49,audio,veganism,positive,30,,,,
,,,,,,,,,,,
19352,964173f3-7019-4758-9ab9-df71585aa965,interested,2020-08-22 6:17:59,audio,veganism,positive,30,,,,
19355,964173f3-7019-4758-9ab9-df71585aa965,interested,2020-10-21 13:41:23,audio,veganism,positive,30,,,,
19335,964173f3-7019-4758-9ab9-df71585aa965,intrigued,2021-04-14 17:42:20,audio,veganism,positive,45,,,,
19347,964173f3-7019-4758-9ab9-df71585aa965,intrigued,2021-03-12 13:22:32,audio,veganism,positive,45,,,,
19351,964173f3-7019-4758-9ab9-df71585aa965,love,2020-08-26 23:15:04,audio,veganism,positive,65,,,,
19353,964173f3-7019-4758-9ab9-df71585aa965,peeking,2021-01-06 0:34:13,audio,veganism,neutral,35,,,,
19329,964173f3-7019-4758-9ab9-df71585aa965,super love,2020-12-30 23:02:23,audio,veganism,positive,75,,,,
19346,964173f3-7019-4758-9ab9-df71585aa965,want,2020-10-23 12:31:13,audio,veganism,positive,70,,,,
19326,964173f3-7019-4758-9ab9-df71585aa965,worried,2020-10-14 7:20:54,audio,veganism,negative,12,,,,
19327,964173f3-7019-4758-9ab9-df71585aa965,worried,2020-10-07 23:17:32,audio,veganism,negative,12,,,,
19337,964173f3-7019-4758-9ab9-df71585aa965,worried,2020-11-29 6:33:22,audio,veganism,negative,12,,,,
19349,964173f3-7019-4758-9ab9-df71585aa965,worried,2020-10-15 20:11:00,audio,veganism,negative,12,,,,
19375,964a54b7-7dc7-40b0-bd94-9898b670f9cd,adore,2021-03-21 7:53:57,photo,science,positive,72,,,,
19380,964a54b7-7dc7-40b0-bd94-9898b670f9cd,adore,2020-09-25 12:25:41,photo,science,positive,72,,,,
19385,964a54b7-7dc7-40b0-bd94-9898b670f9cd,cherish,2020-07-05 13:41:38,photo,science,positive,70,,,,
19386,964a54b7-7dc7-40b0-bd94-9898b670f9cd,cherish,2021-06-16 19:50:09,photo,science,positive,70,,,,
19383,964a54b7-7dc7-40b0-bd94-9898b670f9cd,disgust,2021-03-12 2:37:32,photo,science,negative,0,,,,
19378,964a54b7-7dc7-40b0-bd94-9898b670f9cd,dislike,2020-06-21 21:49:20,photo,science,negative,10,,,,
19388,964a54b7-7dc7-40b0-bd94-9898b670f9cd,dislike,2020-09-16 10:36:15,photo,science,negative,10,,,,
19374,964a54b7-7dc7-40b0-bd94-9898b670f9cd,hate,2021-02-28 23:32:44,photo,science,negative,5,,,,
19381,964a54b7-7dc7-40b0-bd94-9898b670f9cd,indifferent,2021-02-16 4:28:55,photo,science,neutral,20,,,,
19387,964a54b7-7dc7-40b0-bd94-9898b670f9cd,indifferent,2021-06-17 12:29:27,photo,science,neutral,20,,,,
19389,964a54b7-7dc7-40b0-bd94-9898b670f9cd,indifferent,2021-05-04 18:37:57,photo,science,neutral,20,,,,
19384,964a54b7-7dc7-40b0-bd94-9898b670f9cd,interested,2020-07-23 1:22:06,photo,science,positive,30,,,,
19390,964a54b7-7dc7-40b0-bd94-9898b670f9cd,intrigued,2021-05-01 23:27:55,photo,science,positive,45,,,,
19373,964a54b7-7dc7-40b0-bd94-9898b670f9cd,love,2020-12-26 20:41:45,photo,science,positive,65,,,,
19382,964a54b7-7dc7-40b0-bd94-9898b670f9cd,peeking,2021-04-03 14:07:08,photo,science,neutral,35,,,,
19377,964a54b7-7dc7-40b0-bd94-9898b670f9cd,scared,2020-07-29 13:32:16,photo,science,negative,15,,,,
19376,964a54b7-7dc7-40b0-bd94-9898b670f9cd,super love,2021-04-05 22:01:12,photo,science,positive,75,,,,
19379,964a54b7-7dc7-40b0-bd94-9898b670f9cd,worried,2020-11-25 8:36:02,photo,science,negative,12,,,,
16784,965a00aa-3037-4ea6-b6be-26f6fbee029e,adore,2020-12-28 21:12:33,audio,public speaking,positive,72,,,,
16770,965a00aa-3037-4ea6-b6be-26f6fbee029e,cherish,2020-08-28 5:11:46,audio,public speaking,positive,70,,,,
16781,965a00aa-3037-4ea6-b6be-26f6fbee029e,cherish,2021-06-09 2:32:34,audio,public speaking,positive,70,,,,
16779,965a00aa-3037-4ea6-b6be-26f6fbee029e,hate,2021-02-13 14:11:37,audio,public speaking,negative,5,,,,
16785,965a00aa-3037-4ea6-b6be-26f6fbee029e,hate,2020-10-04 5:05:58,audio,public speaking,negative,5,,,,
16783,965a00aa-3037-4ea6-b6be-26f6fbee029e,heart,2020-11-11 21:04:26,audio,public speaking,positive,60,,,,
16771,965a00aa-3037-4ea6-b6be-26f6fbee029e,indifferent,2021-04-18 14:19:16,audio,public speaking,neutral,20,,,,
,,,,,,,,,,,
16778,965a00aa-3037-4ea6-b6be-26f6fbee029e,indifferent,2021-04-22 14:48:26,audio,public speaking,neutral,20,,,,
16777,965a00aa-3037-4ea6-b6be-26f6fbee029e,love,2020-12-04 19:11:52,audio,public speaking,positive,65,,,,
16780,965a00aa-3037-4ea6-b6be-26f6fbee029e,love,2021-02-13 7:10:48,audio,public speaking,positive,65,,,,
16774,965a00aa-3037-4ea6-b6be-26f6fbee029e,peeking,2021-04-19 14:32:15,audio,public speaking,neutral,35,,,,
16775,965a00aa-3037-4ea6-b6be-26f6fbee029e,peeking,2020-08-08 13:49:26,audio,public speaking,neutral,35,,,,
16772,965a00aa-3037-4ea6-b6be-26f6fbee029e,super love,2021-01-26 16:23:12,audio,public speaking,positive,75,,,,
16769,965a00aa-3037-4ea6-b6be-26f6fbee029e,want,2020-06-25 22:32:13,audio,public speaking,positive,70,,,,
16782,965a00aa-3037-4ea6-b6be-26f6fbee029e,want,2021-02-07 16:30:42,audio,public speaking,positive,70,,,,
16773,965a00aa-3037-4ea6-b6be-26f6fbee029e,worried,2020-12-30 9:52:52,audio,public speaking,negative,12,,,,
16776,965a00aa-3037-4ea6-b6be-26f6fbee029e,worried,2020-10-23 14:22:49,audio,public speaking,negative,12,,,,
11034,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,adore,2020-11-26 4:56:21,video,public speaking,positive,72,,,,
11039,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,adore,2020-10-28 18:06:00,video,public speaking,positive,72,,,,
11029,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,cherish,2020-07-25 9:11:47,video,public speaking,positive,70,,,,
11040,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,cherish,2021-03-30 13:10:20,video,public speaking,positive,70,,,,
11050,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,cherish,2020-12-15 7:43:48,video,public speaking,positive,70,,,,
11041,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,disgust,2020-12-25 21:31:31,video,public speaking,negative,0,,,,
11035,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,dislike,2020-07-02 22:11:21,video,public speaking,negative,10,,,,
11048,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,hate,2021-02-07 0:31:45,video,public speaking,negative,5,,,,
,,,,,,,,,,,
11051,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,hate,2021-04-08 18:30:23,video,public speaking,negative,5,,,,
11044,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,heart,2020-11-11 15:36:43,video,public speaking,positive,60,,,,
11031,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,indifferent,2020-07-01 10:45:09,video,public speaking,neutral,20,,,,
11043,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,indifferent,2020-08-02 13:51:42,video,public speaking,neutral,20,,,,
11027,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,interested,2020-09-24 16:56:26,video,public speaking,positive,30,,,,
11026,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,intrigued,2021-04-26 23:42:28,video,public speaking,positive,45,,,,
11028,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,intrigued,2021-02-07 16:17:27,video,public speaking,positive,45,,,,
11049,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,intrigued,2020-09-15 22:22:37,video,public speaking,positive,45,,,,
11025,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,like,2020-10-08 21:18:31,video,public speaking,positive,50,,,,
11032,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,like,2020-12-14 23:43:17,video,public speaking,positive,50,,,,
11038,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,like,2020-11-07 0:21:24,video,public speaking,positive,50,,,,
11046,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,like,2021-02-04 18:29:03,video,public speaking,positive,50,,,,
11030,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,love,2020-11-10 21:56:34,video,public speaking,positive,65,,,,
11033,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,love,2020-08-15 17:15:42,video,public speaking,positive,65,,,,
11036,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,peeking,2020-09-08 2:27:45,video,public speaking,neutral,35,,,,
11042,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,scared,2021-04-13 5:33:11,video,public speaking,negative,15,,,,
11037,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,super love,2020-12-31 4:07:19,video,public speaking,positive,75,,,,
11045,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,super love,2020-12-20 5:48:06,video,public speaking,positive,75,,,,
11047,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,super love,2020-10-31 5:44:33,video,public speaking,positive,75,,,,
11024,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,want,2021-03-12 6:56:57,video,public speaking,positive,70,,,,
19955,96ece45a-89e4-4cf8-b216-c860bf8e158e,adore,2020-09-29 6:20:00,photo,food,positive,72,,,,
19958,96ece45a-89e4-4cf8-b216-c860bf8e158e,adore,2021-03-12 5:35:49,photo,food,positive,72,,,,
19960,96ece45a-89e4-4cf8-b216-c860bf8e158e,cherish,2020-08-27 5:17:51,photo,food,positive,70,,,,
19982,96ece45a-89e4-4cf8-b216-c860bf8e158e,cherish,2020-07-05 7:49:54,photo,food,positive,70,,,,
19943,96ece45a-89e4-4cf8-b216-c860bf8e158e,disgust,2021-05-18 15:45:53,photo,food,negative,0,,,,
19951,96ece45a-89e4-4cf8-b216-c860bf8e158e,disgust,2021-05-18 9:37:34,photo,food,negative,0,,,,
19964,96ece45a-89e4-4cf8-b216-c860bf8e158e,disgust,2020-08-28 22:25:37,photo,food,negative,0,,,,
19965,96ece45a-89e4-4cf8-b216-c860bf8e158e,disgust,2020-11-14 5:50:28,photo,food,negative,0,,,,
19975,96ece45a-89e4-4cf8-b216-c860bf8e158e,disgust,2021-05-08 6:45:16,photo,food,negative,0,,,,
19942,96ece45a-89e4-4cf8-b216-c860bf8e158e,dislike,2020-12-14 15:01:40,photo,food,negative,10,,,,
19971,96ece45a-89e4-4cf8-b216-c860bf8e158e,dislike,2020-08-04 4:42:11,photo,food,negative,10,,,,
19947,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,2021-02-24 3:14:13,photo,food,negative,5,,,,
19953,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,2020-11-08 7:46:08,photo,food,negative,5,,,,
19980,96ece45a-89e4-4cf8-b216-c860bf8e158e,hate,2020-08-24 17:31:22,photo,food,negative,5,,,,
19944,96ece45a-89e4-4cf8-b216-c860bf8e158e,heart,2020-11-18 11:09:28,photo,food,positive,60,,,,
,,,,,,,,,,,
19952,96ece45a-89e4-4cf8-b216-c860bf8e158e,heart,2020-11-22 12:31:56,photo,food,positive,60,,,,
19950,96ece45a-89e4-4cf8-b216-c860bf8e158e,indifferent,2020-07-18 6:09:22,photo,food,neutral,20,,,,
19968,96ece45a-89e4-4cf8-b216-c860bf8e158e,indifferent,2021-02-10 4:25:53,photo,food,neutral,20,,,,
19946,96ece45a-89e4-4cf8-b216-c860bf8e158e,interested,2021-03-23 22:51:16,photo,food,positive,30,,,,
19967,96ece45a-89e4-4cf8-b216-c860bf8e158e,interested,2021-03-02 23:06:49,photo,food,positive,30,,,,
19972,96ece45a-89e4-4cf8-b216-c860bf8e158e,interested,2020-12-23 16:04:18,photo,food,positive,30,,,,
19959,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,2020-07-28 3:58:20,photo,food,positive,50,,,,
19961,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,2021-01-07 8:09:37,photo,food,positive,50,,,,
19962,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,2021-01-10 20:38:23,photo,food,positive,50,,,,
19978,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,2021-02-18 14:48:07,photo,food,positive,50,,,,
19970,96ece45a-89e4-4cf8-b216-c860bf8e158e,love,2020-06-29 10:30:29,photo,food,positive,65,,,,
,,,,,,,,,,,
19974,96ece45a-89e4-4cf8-b216-c860bf8e158e,love,2020-12-16 23:39:35,photo,food,positive,65,,,,
19979,96ece45a-89e4-4cf8-b216-c860bf8e158e,love,2021-01-18 9:04:51,photo,food,positive,65,,,,
,,,,,,,,,,,
19945,96ece45a-89e4-4cf8-b216-c860bf8e158e,peeking,2020-07-21 0:13:12,photo,food,neutral,35,,,,
19966,96ece45a-89e4-4cf8-b216-c860bf8e158e,peeking,2020-10-16 22:45:53,photo,food,neutral,35,,,,
19973,96ece45a-89e4-4cf8-b216-c860bf8e158e,peeking,2021-05-05 17:22:46,photo,food,neutral,35,,,,
19983,96ece45a-89e4-4cf8-b216-c860bf8e158e,peeking,2021-02-24 22:16:53,photo,food,neutral,35,,,,
19969,96ece45a-89e4-4cf8-b216-c860bf8e158e,scared,2021-04-26 12:20:35,photo,food,negative,15,,,,
19963,96ece45a-89e4-4cf8-b216-c860bf8e158e,super love,2021-02-05 4:07:49,photo,food,positive,75,,,,
19977,96ece45a-89e4-4cf8-b216-c860bf8e158e,super love,2021-04-26 9:33:51,photo,food,positive,75,,,,
19948,96ece45a-89e4-4cf8-b216-c860bf8e158e,want,2020-11-15 14:56:15,photo,food,positive,70,,,,
,,,,,,,,,,,
19956,96ece45a-89e4-4cf8-b216-c860bf8e158e,want,2020-10-09 17:38:36,photo,food,positive,70,,,,
19957,96ece45a-89e4-4cf8-b216-c860bf8e158e,want,2020-08-13 3:06:37,photo,food,positive,70,,,,
19981,96ece45a-89e4-4cf8-b216-c860bf8e158e,want,2021-02-12 10:46:20,photo,food,positive,70,,,,
19949,96ece45a-89e4-4cf8-b216-c860bf8e158e,worried,2021-05-26 13:43:57,photo,food,negative,12,,,,
19954,96ece45a-89e4-4cf8-b216-c860bf8e158e,worried,2020-11-17 22:10:51,photo,food,negative,12,,,,
19976,96ece45a-89e4-4cf8-b216-c860bf8e158e,worried,2020-09-12 4:56:45,photo,food,negative,12,,,,
9583,972b6e82-421f-43f6-905c-2168933de18f,adore,2020-12-29 7:11:04,video,animals,positive,72,,,,
9591,972b6e82-421f-43f6-905c-2168933de18f,adore,2020-07-08 4:49:48,video,animals,positive,72,,,,
9607,972b6e82-421f-43f6-905c-2168933de18f,adore,2021-04-14 5:59:34,video,animals,positive,72,,,,
9609,972b6e82-421f-43f6-905c-2168933de18f,adore,2020-08-09 21:47:08,video,animals,positive,72,,,,
9616,972b6e82-421f-43f6-905c-2168933de18f,adore,2020-09-01 23:09:31,video,animals,positive,72,,,,
9586,972b6e82-421f-43f6-905c-2168933de18f,cherish,2021-05-03 2:21:05,video,animals,positive,70,,,,
9581,972b6e82-421f-43f6-905c-2168933de18f,disgust,2021-02-06 21:33:20,video,animals,negative,0,,,,
9604,972b6e82-421f-43f6-905c-2168933de18f,disgust,2021-04-10 22:01:07,video,animals,negative,0,,,,
9613,972b6e82-421f-43f6-905c-2168933de18f,disgust,2020-08-15 9:12:37,video,animals,negative,0,,,,
9595,972b6e82-421f-43f6-905c-2168933de18f,heart,2020-10-18 11:47:36,video,animals,positive,60,,,,
9610,972b6e82-421f-43f6-905c-2168933de18f,heart,2021-01-20 4:03:44,video,animals,positive,60,,,,
9589,972b6e82-421f-43f6-905c-2168933de18f,indifferent,2020-11-05 15:00:46,video,animals,neutral,20,,,,
9585,972b6e82-421f-43f6-905c-2168933de18f,interested,2020-10-01 19:49:11,video,animals,positive,30,,,,
,,,,,,,,,,,
9593,972b6e82-421f-43f6-905c-2168933de18f,interested,2020-10-23 0:37:37,video,animals,positive,30,,,,
9596,972b6e82-421f-43f6-905c-2168933de18f,interested,2021-04-06 18:04:24,video,animals,positive,30,,,,
9599,972b6e82-421f-43f6-905c-2168933de18f,interested,2021-04-25 21:20:45,video,animals,positive,30,,,,
9611,972b6e82-421f-43f6-905c-2168933de18f,interested,2021-01-04 9:24:32,video,animals,positive,30,,,,
9600,972b6e82-421f-43f6-905c-2168933de18f,like,2020-06-29 22:13:08,video,animals,positive,50,,,,
9608,972b6e82-421f-43f6-905c-2168933de18f,like,2020-10-31 11:00:02,video,animals,positive,50,,,,
9590,972b6e82-421f-43f6-905c-2168933de18f,love,2021-02-18 10:55:46,video,animals,positive,65,,,,
9592,972b6e82-421f-43f6-905c-2168933de18f,love,2021-05-08 17:03:52,video,animals,positive,65,,,,
9601,972b6e82-421f-43f6-905c-2168933de18f,love,2020-07-23 9:56:25,video,animals,positive,65,,,,
9612,972b6e82-421f-43f6-905c-2168933de18f,love,2020-06-19 13:37:13,video,animals,positive,65,,,,
9615,972b6e82-421f-43f6-905c-2168933de18f,love,2021-01-27 3:34:57,video,animals,positive,65,,,,
9605,972b6e82-421f-43f6-905c-2168933de18f,peeking,2021-02-20 7:23:53,video,animals,neutral,35,,,,
9606,972b6e82-421f-43f6-905c-2168933de18f,peeking,2021-02-04 18:42:18,video,animals,neutral,35,,,,
9588,972b6e82-421f-43f6-905c-2168933de18f,scared,2020-12-01 19:20:44,video,animals,negative,15,,,,
9582,972b6e82-421f-43f6-905c-2168933de18f,super love,2021-06-14 18:38:13,video,animals,positive,75,,,,
9602,972b6e82-421f-43f6-905c-2168933de18f,super love,2021-05-15 4:41:14,video,animals,positive,75,,,,
9603,972b6e82-421f-43f6-905c-2168933de18f,super love,2020-10-08 8:16:39,video,animals,positive,75,,,,
9617,972b6e82-421f-43f6-905c-2168933de18f,super love,2020-09-21 5:19:32,video,animals,positive,75,,,,
9584,972b6e82-421f-43f6-905c-2168933de18f,want,2020-11-20 4:33:53,video,animals,positive,70,,,,
9594,972b6e82-421f-43f6-905c-2168933de18f,want,2021-02-23 9:10:26,video,animals,positive,70,,,,
9597,972b6e82-421f-43f6-905c-2168933de18f,want,2020-12-18 0:18:07,video,animals,positive,70,,,,
9598,972b6e82-421f-43f6-905c-2168933de18f,want,2020-09-03 14:43:10,video,animals,positive,70,,,,
9580,972b6e82-421f-43f6-905c-2168933de18f,worried,2020-10-16 8:23:56,video,animals,negative,12,,,,
9587,972b6e82-421f-43f6-905c-2168933de18f,worried,2020-10-23 13:23:14,video,animals,negative,12,,,,
9614,972b6e82-421f-43f6-905c-2168933de18f,worried,2021-06-10 8:02:02,video,animals,negative,12,,,,
7,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,2021-04-11 17:35:49,photo,Studying,positive,70,,,,
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,2020-08-04 23:58:42,photo,Studying,positive,70,,,,
1,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2020-11-07 9:43:50,#N/A,Studying,negative,0,,,,
4,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-01-06 19:13:01,,Studying,negative,0,,,,
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-04-09 2:46:20,,Studying,negative,0,,,,
2,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2021-06-17 12:22:51,,Studying,negative,10,,,,
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-09 2:49:59,,Studying,negative,10,,,,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-29 21:33:04,,Studying,negative,10,,,,
8,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-01-27 8:32:09,,Studying,negative,5,,,,
,,,,,,,,,,,
14,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-10-07 18:39:08,,Studying,negative,5,,,,
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-06-27 18:44:39,,Studying,negative,5,,,,
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-05-09 21:05:17,,Studying,negative,5,,,,
45,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15 3:59:11,,Studying,negative,5,,,,
